route_id,name,source_subject,source_domain,discipline_refined,module_refined,upper_concept_refined,sub_concept_refined,node_type,first_order_relation_type,exception_flag_refined,review_reason,exception_gap,content
auto_neuron_FinEval_neurons_statistics_23,设随机变量$\xi$的概率密度为$f(x)=\frac{1}{2\sqrt{\pi}}e^{-\frac{(x-5)^{,FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,concept,same_domain,,,multi_number_anchor_guard_missing,"设随机变量$\xi$的概率密度为$f(x)=\frac{1}{2\sqrt{\pi}}e^{-\frac{(x-5)^{2}}{4}}(-\infty<x<+\infty)$，则以下哪个统计量服从$N(0,1)$____。 A. $\frac{\xi+5}{2}$ | B. $\frac{\xi+5}{\sqrt{2}}$ | C. $\frac{\xi-5}{2}$ | D. $\frac{\xi-5}{\sqrt{2}}$ 答案:D"
auto_neuron_FinEval_neurons_statistics_24,在饭店门口等待出租车的时长是偏左的，平均等待时间是16分钟，标准差为5分钟。随机选择100位顾客并记录他们的等待时间，样,FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,在饭店门口等待出租车的时长是偏左的，平均等待时间是16分钟，标准差为5分钟。随机选择100位顾客并记录他们的等待时间，样本均值的分布遵循____分布。 A. 正态分布，均值为12分钟，标准差为0.3分钟 | B. 正态分布，均值为16分钟，标准差为0.5分钟 | C. 左偏分布，均值为12分钟，标准差为3分钟 | D. 左偏分布，均值为12分钟，标准差为0.3分钟 答案:B
auto_neuron_FinEval_neurons_statistics_26,简单随机重复抽样方法被用来选择样本单位，如果想要减少抽样平均误差50$\%$，需要将抽样单位数增加到原单位数的多少倍？,FinEval,statistics,统计学大类,统计推断,参数估计,估计量与置信区间,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,简单随机重复抽样方法被用来选择样本单位，如果想要减少抽样平均误差50$\%$，需要将抽样单位数增加到原单位数的多少倍？ A. 2倍 | B. 3倍 | C. 4倍 | D. 1倍 答案:C
auto_neuron_FinEval_neurons_statistics_27,如果从某地区随机抽取400户进行调查，那么调查样本中户平均收入的方差将是多少，而该地区居民收入的方差为900。,FinEval,statistics,统计学大类,统计推断,参数估计,估计量与置信区间,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,如果从某地区随机抽取400户进行调查，那么调查样本中户平均收入的方差将是多少，而该地区居民收入的方差为900。 A. 30 | B. 900 | C. 300 | D. 2.25 答案:D
auto_neuron_FinEval_neurons_statistics_30,如果把$\alpha$从2$\%$升到5$\%$，则置信程度为$1-\alpha$的样本均值的置信区间的宽度____。,FinEval,statistics,统计学大类,统计推断,参数估计,估计量与置信区间,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,如果把$\alpha$从2$\%$升到5$\%$，则置信程度为$1-\alpha$的样本均值的置信区间的宽度____。 A. 增加 | B. 不变 | C. 降低 | D. 可能增加，也可能降低 答案:C
auto_neuron_FinEval_neurons_statistics_31,99$\%$置信水平的区间估计中99$\%$的置信水平是____。,FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,formula_or_calculation,formula_neighbor,,,multi_number_anchor_guard_missing,99$\%$置信水平的区间估计中99$\%$的置信水平是____。 A. 总体参数落在一个特定的样本所构造的区间内的概率为99$\%$ | B. 总体参数落在一个特定的样本所构造的区间内的概率为1$\%$ | C. 在用同样方法构造的总体参数的多个区间中，包含总体参数的区间比例为99$\%$ | D. 在用同样方法构造的总体参数的多个区间中，包含总体参数的区间比例为1$\%$ 答案:C
auto_neuron_FinEval_neurons_statistics_32,某航空公司分析得到销售一张机票的平均时间为1分钟。抽取一个由十名顾客购买机票使用时间组成的随机样本，结果为：0.9，0.,FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,multi_number_anchor_guard_missing,"某航空公司分析得到销售一张机票的平均时间为1分钟。抽取一个由十名顾客购买机票使用时间组成的随机样本，结果为：0.9，0.7，2.8，1.4，1.6，1.5，1.8，3.2，1.6，2.5分钟。在$\alpha=0.01$的显著性水平下，检验平均售票时间是否超过1分钟，建立的原假设和备择假设____。 A. $H_{0}:\mu\geq1,H_{1}:\mu<1$ | B. $H_{0}:\mu\leq1,H_{1}:\mu>1$ | C. $H_{0}:\mu=1,H_{1}:\mu\ne1$ | D. $H_{0}:\mu<2,H_{1}:\mu\geq2$ 答案:B"
auto_neuron_FinEval_neurons_statistics_33,对正态总体的数学期望$\mu$进行假设检验，若在显著水平0.01下接受$H_{0}:\mu=\mu_{0}$，那么在显著,FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,concept,same_domain,,,multi_number_anchor_guard_missing,对正态总体的数学期望$\mu$进行假设检验，若在显著水平0.01下接受$H_{0}:\mu=\mu_{0}$，那么在显著水平0.05下，下列结论正确的____。 A. 可能接受假设，也可能拒绝假设 | B. 拒绝假设 | C. 接受假设 | D. 不接受假设，也不拒绝假设 答案:A
auto_neuron_FinEval_neurons_statistics_34,在假设检验中，不拒绝原假设指____。,FinEval,statistics,统计学大类,统计推断,假设检验,检验规则与错误类型,concept,contrast,,,negative_question_guard_missing,在假设检验中，不拒绝原假设指____。 A. 原假设肯定是正确的 | B. 原假设肯定是错误的 | C. 没有证据证明原假设是正确的 | D. 没有证据证明原假设是错误的 答案:D
auto_neuron_FinEval_neurons_statistics_36,如果列联表的行数为4，列数为5，那么$\chi^{2}$检验会有多少个自由度？,FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,multi_number_anchor_guard_missing,如果列联表的行数为4，列数为5，那么$\chi^{2}$检验会有多少个自由度？ A. 2 | B. 4 | C. 6 | D. 12 答案:D
auto_neuron_FinEval_neurons_statistics_37,有关列联表中的每个变量的类别，表述正确的是____。,FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,concept,same_domain,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,,有关列联表中的每个变量的类别，表述正确的是____。 A. 只能有一个类别 | B. 只能有两个类别 | C. 对类别没有限制 | D. 可以有两个或两个以上的类别 答案:D
auto_neuron_FinEval_neurons_statistics_38,利用$\chi^{2}$分布进行独立性检验时，样本容量应充分大，每个单元中的期望频数$fe$不能过小。如果只有两个单元，,FinEval,statistics,统计学大类,概率统计,概率分布,随机变量与分布,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,利用$\chi^{2}$分布进行独立性检验时，样本容量应充分大，每个单元中的期望频数$fe$不能过小。如果只有两个单元，每个单元的期望频数应当____。 A. 大于等于2 | B. 大于等于5 | C. 大于等于7 | D. 大于等于10 答案:B
auto_neuron_FinEval_neurons_statistics_39,$\varphi$相关系数主要使用场景是____。,FinEval,statistics,通识/待人工复核大类,通识/待人工复核,待人工复核模块,待人工归类,abstraction_or_regularity,abstraction_peer,,needs_review_from_H5|generic_or_unmapped_source|coarse_module,multi_number_anchor_guard_missing,$\varphi$相关系数主要使用场景是____。 A. $2\times2$列联表数据 | B. $2\times3$列联表数据 | C. $3\times3$列联表数据 | D. $3\times4$列联表数据 答案:A
auto_neuron_FinEval_neurons_tax_law_4,2023年4月，M市某烟草公司向K县某烟草种植户收购了一批烟叶，收购价为70 万元、价外补贴7万元。以下关于该笔烟叶交易,FinEval,tax_law,税法与财政大类,税法与财政,税收制度,纳税义务与征管,regulation_or_standard,regulation_peer,,,multi_number_anchor_guard_missing,2023年4月，M市某烟草公司向K县某烟草种植户收购了一批烟叶，收购价为70 万元、价外补贴7万元。以下关于该笔烟叶交易涉及烟叶税征收管理的表述中，不符合税法规定的是____。 A. 纳税人为烟叶种植户 | B. 应纳税额为15.4万元 | C. 应在次月15日内申报纳税 | D. 应向乙县主管税务机关申报纳税 答案:B
auto_neuron_FinEval_neurons_tax_law_5,某公司进口一批货物，海关于2020年3月1日填发税款缴款书，但公司迟至3月28日才缴纳1000万元的关税。海关应征收关税,FinEval,tax_law,税法与财政大类,税法与财政,税收制度,纳税义务与征管,concept,same_domain,,,multi_number_anchor_guard_missing,某公司进口一批货物，海关于2020年3月1日填发税款缴款书，但公司迟至3月28日才缴纳1000万元的关税。海关应征收关税滞纳金____。 A. 2.75万元 | B. 3万元 | C. 6.5万元 | D. 7万元 答案:C
auto_neuron_FinEval_neurons_tax_law_8,位于县城的甲企业2020年5月实际缴纳增值税360万元（其中包括进口环节增值税80万元）、消费税540万元（其中包括由位,FinEval,tax_law,税法与财政大类,税法,增值税,征税范围、税率与抵扣,concept,same_domain,,,multi_number_anchor_guard_missing,位于县城的甲企业2020年5月实际缴纳增值税360万元（其中包括进口环节增值税80万元）、消费税540万元（其中包括由位于市区的乙企业代收代缴的消费税40万元）。则甲企业本月应向所在县城税务机关缴纳的城市维护建设税为____万元。 A. 40 | B. 41 | C. 39 | D. 38 答案:C
auto_neuron_FinEval_neurons_tax_law_9,甲生产企业地处市区，2020年6月缴纳增值税40万元，当月委托位于县城的乙企业加工应税消费品，乙企业代收代缴消费税10万,FinEval,tax_law,税法与财政大类,税法,增值税,征税范围、税率与抵扣,concept,same_domain,,,multi_number_anchor_guard_missing,甲生产企业地处市区，2020年6月缴纳增值税40万元，当月委托位于县城的乙企业加工应税消费品，乙企业代收代缴消费税10万元。甲企业当月总计缴纳（含被代收代缴的部分）城建税____万元。 A. 2.9 | B. 2.6 | C. 3.3 | D. 3.5 答案:C
auto_neuron_FinEval_neurons_tax_law_12,关于计算财产转让个人所得税时可扣除的财产原值，下列表述正确的是____。,FinEval,tax_law,税法与财政大类,税法,企业所得税,应纳税所得额与抵免,formula_or_calculation,formula_neighbor|contrast,,,negative_question_guard_missing,关于计算财产转让个人所得税时可扣除的财产原值，下列表述正确的是____。 A. 都不正确 | B. 拍卖通过拍卖行拍得的物品，原值为该物品的评估价值 | C. 拍卖祖传的藏品，原值为该拍卖品的评估价值 | D. 拍卖从画廊购买的油画，原值为购买拍卖品时实际支付的价款 答案:D
auto_neuron_FinEval_neurons_tax_law_13,李某转让限售股收入20000元，不能提供完整真实的限售股原值凭证，则税务机关核定其应纳个人所得税税额为____。,FinEval,tax_law,税法与财政大类,税法,企业所得税,应纳税所得额与抵免,concept,same_domain,,,multi_number_anchor_guard_missing,李某转让限售股收入20000元，不能提供完整真实的限售股原值凭证，则税务机关核定其应纳个人所得税税额为____。 A. 4000元 | B. 3400元 | C. 3600元 | D. 2700元 答案:B
